title,title_detail_type,title_detail_language,title_detail_base,title_detail_value,summary,summary_detail_type,summary_detail_language,summary_detail_base,summary_detail_value,links_0_rel,links_0_type,links_0_href,links_1_type,links_1_length,links_1_href,links_1_rel,link,id,guidislink,published,published_parsed,authors_0_name,author,author_detail_name,Feed,FeedName,Section,Language,Twitter_URL,FB_URL,FetchTime
SCR to run special trains to clear festive rush,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816011.cms,SCR to run special trains to clear festive rush,"<a href=""https://timesofindia.indiatimes.com/city/hyderabad/scr-introduces-26-special-trains-to-manage-festival-travel-demand/articleshow/113917847.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917847.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816011.cms,"<a href=""https://timesofindia.indiatimes.com/city/hyderabad/scr-introduces-26-special-trains-to-manage-festival-travel-demand/articleshow/113917847.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917847.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/hyderabad/scr-introduces-26-special-trains-to-manage-festival-travel-demand/articleshow/113917847.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917845,imgsize-85938.cms",enclosure,https://timesofindia.indiatimes.com/city/hyderabad/scr-introduces-26-special-trains-to-manage-festival-travel-demand/articleshow/113917847.cms,https://timesofindia.indiatimes.com/city/hyderabad/scr-introduces-26-special-trains-to-manage-festival-travel-demand/articleshow/113917847.cms,False,2024-10-04T00:12:51+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=42, tm_sec=51, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/-2128816011.cms,Times of India,Hyderabad,,,,2024-10-04 11:17:11
Bank manager diverts 3.8cr of a/c holders for stock trade,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816011.cms,Bank manager diverts 3.8cr of a/c holders for stock trade,"<a href=""https://timesofindia.indiatimes.com/city/hyderabad/bank-manager-siphons-38-crore-for-stock-trading-leaving-account-holders-in-ruin/articleshow/113917841.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917841.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128816011.cms,"<a href=""https://timesofindia.indiatimes.com/city/hyderabad/bank-manager-siphons-38-crore-for-stock-trading-leaving-account-holders-in-ruin/articleshow/113917841.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917841.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/hyderabad/bank-manager-siphons-38-crore-for-stock-trading-leaving-account-holders-in-ruin/articleshow/113917841.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917837,imgsize-51970.cms",enclosure,https://timesofindia.indiatimes.com/city/hyderabad/bank-manager-siphons-38-crore-for-stock-trading-leaving-account-holders-in-ruin/articleshow/113917841.cms,https://timesofindia.indiatimes.com/city/hyderabad/bank-manager-siphons-38-crore-for-stock-trading-leaving-account-holders-in-ruin/articleshow/113917841.cms,False,2024-10-04T00:12:42+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=42, tm_sec=42, tm_wday=3, tm_yday=277, tm_isdst=0)",Srinath Vudali,Srinath Vudali,Srinath Vudali,https://timesofindia.indiatimes.com/rssfeeds/-2128816011.cms,Times of India,Hyderabad,,,,2024-10-04 11:17:11
"Stalin presents Kalaignar Memorial Kalaithurai Vithagar awards to P Susheela, Mu Metha",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"Stalin presents Kalaignar Memorial Kalaithurai Vithagar awards to P Susheela, Mu Metha","<a href=""https://timesofindia.indiatimes.com/city/chennai/stalin-presents-kalaignar-memorial-kalaithurai-vithagar-awards-to-p-susheela-mu-metha/articleshow/113943501.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113943501.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"<a href=""https://timesofindia.indiatimes.com/city/chennai/stalin-presents-kalaignar-memorial-kalaithurai-vithagar-awards-to-p-susheela-mu-metha/articleshow/113943501.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113943501.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/stalin-presents-kalaignar-memorial-kalaithurai-vithagar-awards-to-p-susheela-mu-metha/articleshow/113943501.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113943671,imgsize-1573846.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/stalin-presents-kalaignar-memorial-kalaithurai-vithagar-awards-to-p-susheela-mu-metha/articleshow/113943501.cms,https://timesofindia.indiatimes.com/city/chennai/stalin-presents-kalaignar-memorial-kalaithurai-vithagar-awards-to-p-susheela-mu-metha/articleshow/113943501.cms,False,2024-10-04T18:55:56+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=13, tm_min=25, tm_sec=56, tm_wday=4, tm_yday=278, tm_isdst=0)",Padmini Sivarajah,Padmini Sivarajah,Padmini Sivarajah,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Minister orders action against absentee doctors during surprise inspection in Sulur govt hospital,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Minister orders action against absentee doctors during surprise inspection in Sulur govt hospital,"<a href=""https://timesofindia.indiatimes.com/city/chennai/minister-orders-action-against-absentee-doctors-during-surprise-inspection-in-sulur-govt-hospital/articleshow/113941813.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113941813.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"<a href=""https://timesofindia.indiatimes.com/city/chennai/minister-orders-action-against-absentee-doctors-during-surprise-inspection-in-sulur-govt-hospital/articleshow/113941813.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113941813.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/minister-orders-action-against-absentee-doctors-during-surprise-inspection-in-sulur-govt-hospital/articleshow/113941813.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113942974,imgsize-1342219.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/minister-orders-action-against-absentee-doctors-during-surprise-inspection-in-sulur-govt-hospital/articleshow/113941813.cms,https://timesofindia.indiatimes.com/city/chennai/minister-orders-action-against-absentee-doctors-during-surprise-inspection-in-sulur-govt-hospital/articleshow/113941813.cms,False,2024-10-04T17:59:17+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=12, tm_min=29, tm_sec=17, tm_wday=4, tm_yday=278, tm_isdst=0)",Sakthivel K,Sakthivel K,Sakthivel K,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Climate change impacts women in developing regions particularly: Sowmiya Anbumani,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Climate change impacts women in developing regions particularly: Sowmiya Anbumani,"<a href=""https://timesofindia.indiatimes.com/city/chennai/climate-change-impacts-women-in-developing-regions-particularly-sowmiya-anbumani/articleshow/113939130.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113939130.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"<a href=""https://timesofindia.indiatimes.com/city/chennai/climate-change-impacts-women-in-developing-regions-particularly-sowmiya-anbumani/articleshow/113939130.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113939130.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/climate-change-impacts-women-in-developing-regions-particularly-sowmiya-anbumani/articleshow/113939130.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113939091,imgsize-1310860.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/climate-change-impacts-women-in-developing-regions-particularly-sowmiya-anbumani/articleshow/113939130.cms,https://timesofindia.indiatimes.com/city/chennai/climate-change-impacts-women-in-developing-regions-particularly-sowmiya-anbumani/articleshow/113939130.cms,False,2024-10-04T16:24:45+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=10, tm_min=54, tm_sec=45, tm_wday=4, tm_yday=278, tm_isdst=0)",Bosco Dominique,Bosco Dominique,Bosco Dominique,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Several schools in Tamil Nadu receive bomb threats through email,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Several schools in Tamil Nadu receive bomb threats through email,"<a href=""https://timesofindia.indiatimes.com/city/chennai/several-schools-in-tamil-nadu-receive-bomb-threats-through-email/articleshow/113931075.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113931075.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"<a href=""https://timesofindia.indiatimes.com/city/chennai/several-schools-in-tamil-nadu-receive-bomb-threats-through-email/articleshow/113931075.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113931075.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/several-schools-in-tamil-nadu-receive-bomb-threats-through-email/articleshow/113931075.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113931074,imgsize-1345529.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/several-schools-in-tamil-nadu-receive-bomb-threats-through-email/articleshow/113931075.cms,https://timesofindia.indiatimes.com/city/chennai/several-schools-in-tamil-nadu-receive-bomb-threats-through-email/articleshow/113931075.cms,False,2024-10-04T12:42:41+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=7, tm_min=12, tm_sec=41, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI City Desk,TOI City Desk,TOI City Desk,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Rajinikanth discharged from hospital in Chennai,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Rajinikanth discharged from hospital in Chennai,"<a href=""https://timesofindia.indiatimes.com/city/chennai/rajnikanth-discharged-from-hospital-in-chennai/articleshow/113923257.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113923257.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Superstar Rajinikanth, who experienced severe stomach pain, was admitted to Apollo Hospitals, Chennai on September 30, 2024. He was treated for a swelling in his aorta using a non-surgical, transcatheter method and was subsequently discharged on Friday, according to TV reports.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"<a href=""https://timesofindia.indiatimes.com/city/chennai/rajnikanth-discharged-from-hospital-in-chennai/articleshow/113923257.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113923257.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Superstar Rajinikanth, who experienced severe stomach pain, was admitted to Apollo Hospitals, Chennai on September 30, 2024. He was treated for a swelling in his aorta using a non-surgical, transcatheter method and was subsequently discharged on Friday, according to TV reports.",alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/rajnikanth-discharged-from-hospital-in-chennai/articleshow/113923257.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113923356,imgsize-39452.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/rajnikanth-discharged-from-hospital-in-chennai/articleshow/113923257.cms,https://timesofindia.indiatimes.com/city/chennai/rajnikanth-discharged-from-hospital-in-chennai/articleshow/113923257.cms,False,2024-10-04T08:36:16+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=3, tm_min=6, tm_sec=16, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI City Desk,TOI City Desk,TOI City Desk,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Delay in smart meter programme cripples electricity consumers and how,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Delay in smart meter programme cripples electricity consumers and how,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/chennais-smart-meter-program-delay-consumers-face-heavy-charges-and-confusion/articleshow/113917890.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917890,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/chennais-smart-meter-program-delay-consumers-face-heavy-charges-and-confusion/articleshow/113917890.cms,https://timesofindia.indiatimes.com/city/chennai/chennais-smart-meter-program-delay-consumers-face-heavy-charges-and-confusion/articleshow/113917890.cms,False,2024-10-04T00:16:10+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=46, tm_sec=10, tm_wday=3, tm_yday=277, tm_isdst=0)",Venkadesan S,Venkadesan S,Venkadesan S,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Heal with a Horse: Why Adults and Children Are Turning to Equine Therapy,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Heal with a Horse: Why Adults and Children Are Turning to Equine Therapy,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/unlock-emotional-healing-the-transformative-power-of-equine-therapy-for-all-ages/articleshow/113917253.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917253,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/unlock-emotional-healing-the-transformative-power-of-equine-therapy-for-all-ages/articleshow/113917253.cms,https://timesofindia.indiatimes.com/city/chennai/unlock-emotional-healing-the-transformative-power-of-equine-therapy-for-all-ages/articleshow/113917253.cms,False,2024-10-03T23:57:41+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=27, tm_sec=41, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Connectivity boosts house sales by 6%,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Connectivity boosts house sales by 6%,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/chennai-housing-market-sees-6-growth-driven-by-connectivity-and-family-friendly-features/articleshow/113917254.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917254,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/chennai-housing-market-sees-6-growth-driven-by-connectivity-and-family-friendly-features/articleshow/113917254.cms,https://timesofindia.indiatimes.com/city/chennai/chennai-housing-market-sees-6-growth-driven-by-connectivity-and-family-friendly-features/articleshow/113917254.cms,False,2024-10-03T23:57:41+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=27, tm_sec=41, tm_wday=3, tm_yday=277, tm_isdst=0)",Vivek Narayanan,Vivek Narayanan,Vivek Narayanan,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
"Youth slips off moving train, dies",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"Youth slips off moving train, dies",,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/tragic-accident-youth-falls-from-train-and-dies-at-chennai-station/articleshow/113917201.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917201,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/tragic-accident-youth-falls-from-train-and-dies-at-chennai-station/articleshow/113917201.cms,https://timesofindia.indiatimes.com/city/chennai/tragic-accident-youth-falls-from-train-and-dies-at-chennai-station/articleshow/113917201.cms,False,2024-10-03T23:54:56+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=24, tm_sec=56, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
IIT-M to train ‘cyber commandos’ to strengthen security,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,IIT-M to train ‘cyber commandos’ to strengthen security,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/iit-madras-launches-training-program-for-cyber-commandos-to-combat-cyber-threats/articleshow/113917197.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917197,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/iit-madras-launches-training-program-for-cyber-commandos-to-combat-cyber-threats/articleshow/113917197.cms,https://timesofindia.indiatimes.com/city/chennai/iit-madras-launches-training-program-for-cyber-commandos-to-combat-cyber-threats/articleshow/113917197.cms,False,2024-10-03T23:54:48+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=24, tm_sec=48, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
"Auto driver drops teacher, doubles back to steal from her place",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"Auto driver drops teacher, doubles back to steal from her place","<a href=""https://timesofindia.indiatimes.com/city/chennai/auto-driver-steals-from-teacher-after-drop-off-in-chennai/articleshow/113917196.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917196.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"<a href=""https://timesofindia.indiatimes.com/city/chennai/auto-driver-steals-from-teacher-after-drop-off-in-chennai/articleshow/113917196.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113917196.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/auto-driver-steals-from-teacher-after-drop-off-in-chennai/articleshow/113917196.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113939274,imgsize-77474.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/auto-driver-steals-from-teacher-after-drop-off-in-chennai/articleshow/113917196.cms,https://timesofindia.indiatimes.com/city/chennai/auto-driver-steals-from-teacher-after-drop-off-in-chennai/articleshow/113917196.cms,False,2024-10-03T23:54:41+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=24, tm_sec=41, tm_wday=3, tm_yday=277, tm_isdst=0)",Sindhu Kannan,Sindhu Kannan,Sindhu Kannan,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Ramps at rly stns leave wheelchair users stranded,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Ramps at rly stns leave wheelchair users stranded,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/wheelchair-users-stranded-by-poor-ramp-design-at-chennai-railway-stations/articleshow/113917195.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917195,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/wheelchair-users-stranded-by-poor-ramp-design-at-chennai-railway-stations/articleshow/113917195.cms,https://timesofindia.indiatimes.com/city/chennai/wheelchair-users-stranded-by-poor-ramp-design-at-chennai-railway-stations/articleshow/113917195.cms,False,2024-10-03T23:54:41+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=24, tm_sec=41, tm_wday=3, tm_yday=277, tm_isdst=0)",Ram Sundaram,Ram Sundaram,Ram Sundaram,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
‘Human skills taking centre stage in AI age’,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,‘Human skills taking centre stage in AI age’,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/human-skills-essential-in-the-age-of-ai-educational-innovations-unveiled/articleshow/113917193.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917193,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/human-skills-essential-in-the-age-of-ai-educational-innovations-unveiled/articleshow/113917193.cms,https://timesofindia.indiatimes.com/city/chennai/human-skills-essential-in-the-age-of-ai-educational-innovations-unveiled/articleshow/113917193.cms,False,2024-10-03T23:54:40+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=24, tm_sec=40, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Influencer held for bootlegging,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Influencer held for bootlegging,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/famous-influencer-arrested-for-bootlegging-liquor-in-chennai/articleshow/113916954.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113916954,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/famous-influencer-arrested-for-bootlegging-liquor-in-chennai/articleshow/113916954.cms,https://timesofindia.indiatimes.com/city/chennai/famous-influencer-arrested-for-bootlegging-liquor-in-chennai/articleshow/113916954.cms,False,2024-10-03T23:36:49+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=6, tm_sec=49, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Kalaichemmal awards to artists,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Kalaichemmal awards to artists,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/tamil-nadu-government-honors-artists-with-kalaichemmal-awards/articleshow/113916942.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113916942,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/tamil-nadu-government-honors-artists-with-kalaichemmal-awards/articleshow/113916942.cms,https://timesofindia.indiatimes.com/city/chennai/tamil-nadu-government-honors-artists-with-kalaichemmal-awards/articleshow/113916942.cms,False,2024-10-03T23:36:40+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=6, tm_sec=40, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
HC quashes chargesheet on Kanal Kanan,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,HC quashes chargesheet on Kanal Kanan,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/madras-hc-quashes-chargesheet-against-stunt-master-kanal-kannan-in-controversial-periyar-statue-case/articleshow/113916943.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113916943,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/madras-hc-quashes-chargesheet-against-stunt-master-kanal-kannan-in-controversial-periyar-statue-case/articleshow/113916943.cms,https://timesofindia.indiatimes.com/city/chennai/madras-hc-quashes-chargesheet-against-stunt-master-kanal-kannan-in-controversial-periyar-statue-case/articleshow/113916943.cms,False,2024-10-03T23:36:40+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=6, tm_sec=40, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
Conditional bail for Mahavishnu,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Conditional bail for Mahavishnu,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/mahavishnu-granted-conditional-bail-after-controversial-remarks-on-disabled-persons/articleshow/113916940.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113916940,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/mahavishnu-granted-conditional-bail-after-controversial-remarks-on-disabled-persons/articleshow/113916940.cms,https://timesofindia.indiatimes.com/city/chennai/mahavishnu-granted-conditional-bail-after-controversial-remarks-on-disabled-persons/articleshow/113916940.cms,False,2024-10-03T23:36:40+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=6, tm_sec=40, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
"Fined for violation, auto driver climbs cell phone tower",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,"Fined for violation, auto driver climbs cell phone tower",,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/chennai/chennai-auto-driver-climbs-cell-phone-tower-after-vehicle-seizure/articleshow/113916879.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113916879,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/chennai/chennai-auto-driver-climbs-cell-phone-tower-after-vehicle-seizure/articleshow/113916879.cms,https://timesofindia.indiatimes.com/city/chennai/chennai-auto-driver-climbs-cell-phone-tower-after-vehicle-seizure/articleshow/113916879.cms,False,2024-10-03T23:33:48+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=3, tm_sec=48, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/2950623.cms,Times of India,Chennai,,,,2024-10-04 11:17:12
